Notes,Year,Year Code,County,County Code,Multiple Cause of death,Multiple Cause of death Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths
,2004,2004,"Ashland County, WI",55003,Other synthetic narcotics,T40.4,Suppressed,14061,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Ashland County, WI",55003,Other and unspecified narcotics,T40.6,Suppressed,14061,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Barron County, WI",55005,Opium,T40.0,Suppressed,39145,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Barron County, WI",55005,Heroin,T40.1,Suppressed,39145,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Barron County, WI",55005,Other opioids,T40.2,Suppressed,39145,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Barron County, WI",55005,Methadone,T40.3,Suppressed,39145,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Barron County, WI",55005,Other synthetic narcotics,T40.4,Suppressed,39145,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Barron County, WI",55005,Other and unspecified narcotics,T40.6,Suppressed,39145,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Bayfield County, WI",55007,Opium,T40.0,Suppressed,13248,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Bayfield County, WI",55007,Heroin,T40.1,Suppressed,13248,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Bayfield County, WI",55007,Other opioids,T40.2,Suppressed,13248,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Bayfield County, WI",55007,Methadone,T40.3,Suppressed,13248,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Bayfield County, WI",55007,Other synthetic narcotics,T40.4,Suppressed,13248,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Bayfield County, WI",55007,Other and unspecified narcotics,T40.6,Suppressed,13248,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Brown County, WI",55009,Opium,T40.0,Suppressed,196598,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Brown County, WI",55009,Heroin,T40.1,Suppressed,196598,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Brown County, WI",55009,Other opioids,T40.2,Suppressed,196598,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Brown County, WI",55009,Methadone,T40.3,Suppressed,196598,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Brown County, WI",55009,Other synthetic narcotics,T40.4,Suppressed,196598,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Brown County, WI",55009,Other and unspecified narcotics,T40.6,Suppressed,196598,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Buffalo County, WI",55011,Opium,T40.0,Suppressed,11736,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Buffalo County, WI",55011,Heroin,T40.1,Suppressed,11736,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Buffalo County, WI",55011,Other opioids,T40.2,Suppressed,11736,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Buffalo County, WI",55011,Methadone,T40.3,Suppressed,11736,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Buffalo County, WI",55011,Other synthetic narcotics,T40.4,Suppressed,11736,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Buffalo County, WI",55011,Other and unspecified narcotics,T40.6,Suppressed,11736,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Burnett County, WI",55013,Opium,T40.0,Suppressed,14118,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Burnett County, WI",55013,Heroin,T40.1,Suppressed,14118,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Burnett County, WI",55013,Other opioids,T40.2,Suppressed,14118,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Burnett County, WI",55013,Methadone,T40.3,Suppressed,14118,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Burnett County, WI",55013,Other synthetic narcotics,T40.4,Suppressed,14118,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Burnett County, WI",55013,Other and unspecified narcotics,T40.6,Suppressed,14118,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Calumet County, WI",55015,Opium,T40.0,Suppressed,37256,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Calumet County, WI",55015,Heroin,T40.1,Suppressed,37256,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Calumet County, WI",55015,Other opioids,T40.2,Suppressed,37256,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Calumet County, WI",55015,Methadone,T40.3,Suppressed,37256,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Calumet County, WI",55015,Other synthetic narcotics,T40.4,Suppressed,37256,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Calumet County, WI",55015,Other and unspecified narcotics,T40.6,Suppressed,37256,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Chippewa County, WI",55017,Opium,T40.0,Suppressed,49762,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Chippewa County, WI",55017,Heroin,T40.1,Suppressed,49762,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Chippewa County, WI",55017,Other opioids,T40.2,Suppressed,49762,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Chippewa County, WI",55017,Methadone,T40.3,Suppressed,49762,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Chippewa County, WI",55017,Other synthetic narcotics,T40.4,Suppressed,49762,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Chippewa County, WI",55017,Other and unspecified narcotics,T40.6,Suppressed,49762,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Clark County, WI",55019,Opium,T40.0,Suppressed,27833,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Clark County, WI",55019,Heroin,T40.1,Suppressed,27833,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Clark County, WI",55019,Other opioids,T40.2,Suppressed,27833,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Clark County, WI",55019,Methadone,T40.3,Suppressed,27833,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Clark County, WI",55019,Other synthetic narcotics,T40.4,Suppressed,27833,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Clark County, WI",55019,Other and unspecified narcotics,T40.6,Suppressed,27833,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Columbia County, WI",55021,Opium,T40.0,Suppressed,46572,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Columbia County, WI",55021,Heroin,T40.1,Suppressed,46572,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Columbia County, WI",55021,Other opioids,T40.2,Suppressed,46572,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Columbia County, WI",55021,Methadone,T40.3,Suppressed,46572,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Columbia County, WI",55021,Other synthetic narcotics,T40.4,Suppressed,46572,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Columbia County, WI",55021,Other and unspecified narcotics,T40.6,Suppressed,46572,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Crawford County, WI",55023,Opium,T40.0,Suppressed,14513,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Crawford County, WI",55023,Heroin,T40.1,Suppressed,14513,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Crawford County, WI",55023,Other opioids,T40.2,Suppressed,14513,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Crawford County, WI",55023,Methadone,T40.3,Suppressed,14513,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Crawford County, WI",55023,Other synthetic narcotics,T40.4,Suppressed,14513,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Crawford County, WI",55023,Other and unspecified narcotics,T40.6,Suppressed,14513,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dane County, WI",55025,Opium,T40.0,Suppressed,387894,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dane County, WI",55025,Heroin,T40.1,Suppressed,387894,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dane County, WI",55025,Other opioids,T40.2,16,387894,Unreliable,2.36,6.7,1.03,0.14%
,2004,2004,"Dane County, WI",55025,Methadone,T40.3,10,387894,Unreliable,1.24,4.74,0.82,0.09%
,2004,2004,"Dane County, WI",55025,Other synthetic narcotics,T40.4,Suppressed,387894,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dane County, WI",55025,Other and unspecified narcotics,T40.6,Suppressed,387894,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dodge County, WI",55027,Opium,T40.0,Suppressed,75051,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dodge County, WI",55027,Heroin,T40.1,Suppressed,75051,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dodge County, WI",55027,Other opioids,T40.2,Suppressed,75051,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dodge County, WI",55027,Methadone,T40.3,Suppressed,75051,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dodge County, WI",55027,Other synthetic narcotics,T40.4,Suppressed,75051,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dodge County, WI",55027,Other and unspecified narcotics,T40.6,Suppressed,75051,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Door County, WI",55029,Opium,T40.0,Suppressed,24817,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Door County, WI",55029,Heroin,T40.1,Suppressed,24817,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Door County, WI",55029,Other opioids,T40.2,Suppressed,24817,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Door County, WI",55029,Methadone,T40.3,Suppressed,24817,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Door County, WI",55029,Other synthetic narcotics,T40.4,Suppressed,24817,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Door County, WI",55029,Other and unspecified narcotics,T40.6,Suppressed,24817,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Douglas County, WI",55031,Opium,T40.0,Suppressed,37553,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Douglas County, WI",55031,Heroin,T40.1,Suppressed,37553,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Douglas County, WI",55031,Other opioids,T40.2,Suppressed,37553,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Douglas County, WI",55031,Methadone,T40.3,Suppressed,37553,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Douglas County, WI",55031,Other synthetic narcotics,T40.4,Suppressed,37553,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Douglas County, WI",55031,Other and unspecified narcotics,T40.6,Suppressed,37553,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dunn County, WI",55033,Opium,T40.0,Suppressed,35931,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dunn County, WI",55033,Heroin,T40.1,Suppressed,35931,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dunn County, WI",55033,Other opioids,T40.2,Suppressed,35931,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dunn County, WI",55033,Methadone,T40.3,Suppressed,35931,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dunn County, WI",55033,Other synthetic narcotics,T40.4,Suppressed,35931,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Dunn County, WI",55033,Other and unspecified narcotics,T40.6,Suppressed,35931,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Eau Claire County, WI",55035,Opium,T40.0,Suppressed,81159,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Eau Claire County, WI",55035,Heroin,T40.1,Suppressed,81159,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Eau Claire County, WI",55035,Other opioids,T40.2,Suppressed,81159,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Eau Claire County, WI",55035,Methadone,T40.3,Suppressed,81159,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Eau Claire County, WI",55035,Other synthetic narcotics,T40.4,Suppressed,81159,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Eau Claire County, WI",55035,Other and unspecified narcotics,T40.6,Suppressed,81159,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Florence County, WI",55037,Opium,T40.0,Suppressed,4314,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Florence County, WI",55037,Heroin,T40.1,Suppressed,4314,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Florence County, WI",55037,Other opioids,T40.2,Suppressed,4314,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Florence County, WI",55037,Methadone,T40.3,Suppressed,4314,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Florence County, WI",55037,Other synthetic narcotics,T40.4,Suppressed,4314,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Florence County, WI",55037,Other and unspecified narcotics,T40.6,Suppressed,4314,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Fond du Lac County, WI",55039,Opium,T40.0,Suppressed,84223,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Fond du Lac County, WI",55039,Heroin,T40.1,Suppressed,84223,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Fond du Lac County, WI",55039,Other opioids,T40.2,Suppressed,84223,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Fond du Lac County, WI",55039,Methadone,T40.3,Suppressed,84223,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Fond du Lac County, WI",55039,Other synthetic narcotics,T40.4,Suppressed,84223,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Fond du Lac County, WI",55039,Other and unspecified narcotics,T40.6,Suppressed,84223,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Forest County, WI",55041,Opium,T40.0,Suppressed,8566,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Forest County, WI",55041,Heroin,T40.1,Suppressed,8566,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Forest County, WI",55041,Other opioids,T40.2,Suppressed,8566,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Forest County, WI",55041,Methadone,T40.3,Suppressed,8566,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Forest County, WI",55041,Other synthetic narcotics,T40.4,Suppressed,8566,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Forest County, WI",55041,Other and unspecified narcotics,T40.6,Suppressed,8566,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Grant County, WI",55043,Opium,T40.0,Suppressed,43296,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Grant County, WI",55043,Heroin,T40.1,Suppressed,43296,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Grant County, WI",55043,Other opioids,T40.2,Suppressed,43296,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Grant County, WI",55043,Methadone,T40.3,Suppressed,43296,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Grant County, WI",55043,Other synthetic narcotics,T40.4,Suppressed,43296,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Grant County, WI",55043,Other and unspecified narcotics,T40.6,Suppressed,43296,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Green County, WI",55045,Opium,T40.0,Suppressed,29237,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Green County, WI",55045,Heroin,T40.1,Suppressed,29237,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Green County, WI",55045,Other opioids,T40.2,Suppressed,29237,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Green County, WI",55045,Methadone,T40.3,Suppressed,29237,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Green County, WI",55045,Other synthetic narcotics,T40.4,Suppressed,29237,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Green County, WI",55045,Other and unspecified narcotics,T40.6,Suppressed,29237,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Green Lake County, WI",55047,Opium,T40.0,Suppressed,16396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Green Lake County, WI",55047,Heroin,T40.1,Suppressed,16396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Green Lake County, WI",55047,Other opioids,T40.2,Suppressed,16396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Green Lake County, WI",55047,Methadone,T40.3,Suppressed,16396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Green Lake County, WI",55047,Other synthetic narcotics,T40.4,Suppressed,16396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Green Lake County, WI",55047,Other and unspecified narcotics,T40.6,Suppressed,16396,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Iowa County, WI",55049,Opium,T40.0,Suppressed,19384,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Iowa County, WI",55049,Heroin,T40.1,Suppressed,19384,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Iowa County, WI",55049,Other opioids,T40.2,Suppressed,19384,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Iowa County, WI",55049,Methadone,T40.3,Suppressed,19384,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Iowa County, WI",55049,Other synthetic narcotics,T40.4,Suppressed,19384,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Iowa County, WI",55049,Other and unspecified narcotics,T40.6,Suppressed,19384,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Iron County, WI",55051,Opium,T40.0,Suppressed,5790,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Iron County, WI",55051,Heroin,T40.1,Suppressed,5790,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Iron County, WI",55051,Other opioids,T40.2,Suppressed,5790,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Iron County, WI",55051,Methadone,T40.3,Suppressed,5790,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Iron County, WI",55051,Other synthetic narcotics,T40.4,Suppressed,5790,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Iron County, WI",55051,Other and unspecified narcotics,T40.6,Suppressed,5790,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Jackson County, WI",55053,Opium,T40.0,Suppressed,16813,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Jackson County, WI",55053,Heroin,T40.1,Suppressed,16813,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Jackson County, WI",55053,Other opioids,T40.2,Suppressed,16813,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Jackson County, WI",55053,Methadone,T40.3,Suppressed,16813,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Jackson County, WI",55053,Other synthetic narcotics,T40.4,Suppressed,16813,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Jackson County, WI",55053,Other and unspecified narcotics,T40.6,Suppressed,16813,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Jefferson County, WI",55055,Opium,T40.0,Suppressed,67211,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Jefferson County, WI",55055,Heroin,T40.1,Suppressed,67211,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Jefferson County, WI",55055,Other opioids,T40.2,Suppressed,67211,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Jefferson County, WI",55055,Methadone,T40.3,Suppressed,67211,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Jefferson County, WI",55055,Other synthetic narcotics,T40.4,Suppressed,67211,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Jefferson County, WI",55055,Other and unspecified narcotics,T40.6,Suppressed,67211,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Juneau County, WI",55057,Opium,T40.0,Suppressed,21749,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Juneau County, WI",55057,Heroin,T40.1,Suppressed,21749,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Juneau County, WI",55057,Other opioids,T40.2,Suppressed,21749,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Juneau County, WI",55057,Methadone,T40.3,Suppressed,21749,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Juneau County, WI",55057,Other synthetic narcotics,T40.4,Suppressed,21749,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Juneau County, WI",55057,Other and unspecified narcotics,T40.6,Suppressed,21749,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Kenosha County, WI",55059,Opium,T40.0,Suppressed,130883,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Kenosha County, WI",55059,Heroin,T40.1,Suppressed,130883,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Kenosha County, WI",55059,Other opioids,T40.2,Suppressed,130883,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Kenosha County, WI",55059,Methadone,T40.3,Suppressed,130883,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Kenosha County, WI",55059,Other synthetic narcotics,T40.4,Suppressed,130883,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Kenosha County, WI",55059,Other and unspecified narcotics,T40.6,Suppressed,130883,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Kewaunee County, WI",55061,Opium,T40.0,Suppressed,17398,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Kewaunee County, WI",55061,Heroin,T40.1,Suppressed,17398,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Kewaunee County, WI",55061,Other opioids,T40.2,Suppressed,17398,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Kewaunee County, WI",55061,Methadone,T40.3,Suppressed,17398,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Kewaunee County, WI",55061,Other synthetic narcotics,T40.4,Suppressed,17398,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Kewaunee County, WI",55061,Other and unspecified narcotics,T40.6,Suppressed,17398,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"La Crosse County, WI",55063,Opium,T40.0,Suppressed,93636,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"La Crosse County, WI",55063,Heroin,T40.1,Suppressed,93636,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"La Crosse County, WI",55063,Other opioids,T40.2,Suppressed,93636,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"La Crosse County, WI",55063,Methadone,T40.3,Suppressed,93636,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"La Crosse County, WI",55063,Other synthetic narcotics,T40.4,Suppressed,93636,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"La Crosse County, WI",55063,Other and unspecified narcotics,T40.6,Suppressed,93636,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Lafayette County, WI",55065,Opium,T40.0,Suppressed,13999,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Lafayette County, WI",55065,Heroin,T40.1,Suppressed,13999,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Lafayette County, WI",55065,Other opioids,T40.2,Suppressed,13999,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Lafayette County, WI",55065,Methadone,T40.3,Suppressed,13999,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Lafayette County, WI",55065,Other synthetic narcotics,T40.4,Suppressed,13999,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Lafayette County, WI",55065,Other and unspecified narcotics,T40.6,Suppressed,13999,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Langlade County, WI",55067,Opium,T40.0,Suppressed,17829,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Langlade County, WI",55067,Heroin,T40.1,Suppressed,17829,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Langlade County, WI",55067,Other opioids,T40.2,Suppressed,17829,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Langlade County, WI",55067,Methadone,T40.3,Suppressed,17829,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Langlade County, WI",55067,Other synthetic narcotics,T40.4,Suppressed,17829,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Langlade County, WI",55067,Other and unspecified narcotics,T40.6,Suppressed,17829,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
,2004,2004,"Lincoln County, WI",55069,Opium,T40.0,Suppressed,25491,Suppressed,Suppressed,Suppressed,Suppressed,Suppressed
